text,cleaned_label
 ho effettuato un speed test e mi dà in download 625 mbps ,
 ho sentito di uns promo a 7 euro cn 1000 1000 e 4 gb ,
 ok ora chiamo cmq parlo sempre op xke lui nn ne capisce un bel niente arrivedervi ,
 se lei me la potrebbe rinnovare sarrei molto contento ,
 no ok ora provo subito grazie mille ,
 no c è solo la username ,
 no l ho visto nell applicazione del mio telefono my vodafone ,
 grazie ci sono costi aggiuntivi io ho il profilo vodafone smart completo volevo dire relax completo ,
 ok perfetto grazie mille e scusa il disturbo  ,
 e ogni giorno mi si addebitano dei soldi ,
 buongiorno maria quale voce in fattura indica eventuali costi extra soglia per la navigazione in internet  maria ,
 ma non ho altri orari possibile però ieri sera si ,
 ok io vi devo mandare copia della ricevuta ,
 ciao buon annouba domanda kn mai ho la rete 4gxo la connessione lenta ,
 visto che mi è arrivato ilessaggio di conferma attivazione grazie ,
 va bene ricaricherò appena possib  grazie x la disponibilità  buona giornata ,
 l ho già fatto ,
 già l ho fatto ,
 dopo posso fare la ricarica da venti euro si ,
 ciao vorrei info sulla vodafone special 3gb ,
 ciao valeria buon anno che a temi ritiro addebiti x servizi mai richiesti ritrovo scusa ,
 disattivare ok grazie una mail di conferma ,
 ho notato addebiti causati da un servizio non richiesto megacalcio come posso essere rimborsato ,
 io anche sul contratto ho scritto vodafone 20 mega ,
 credo che sia stato attivato qualcosa anche a novembre ,
 sarà ma a me non ha mai invitato niente ,
 provincia di roma ma questo problema speriamo che non lo riscontro sulla vodafone station ,
 grazie gentilissimo ti auguro una buona serata ,
 mamma mia mi consigli di andare al centro vodafone ,
 buonasera  vorrei disattivare 500 minuti verso tutti ,
 ok grazie comunque ,
 ok grazie comunque ,
 ok grazie comunque ,
 ok grazie comunque ,
 ok grazie comunque ,
 ok grazie comunque ,
 posso abbinare la promozione vodafone special a 10 euro al mese più 2extra gb a 5 euro  tot 15 euro al mese  ,
 e al mese poi quando sarebbe il costo  ,
 ma la conferma ,
 ma mi devo trovare a casa ,
 riuscite anche a farmi riavere il rimborso ,
 ora ho capito bene ,
 nelle impostazioni della vodafone station non vedo internet attivo ,
 la apple non c entra ,
 ciao valentina volevo chiederti quando devo caricare al mese ,
 e il messaggio di conferma quando arriva ,
 non so ce ne ho do attivi lei riesce a veder ,
 okay grazie mille e buon lavoro ,
 la sim risulta non registrata nel cellulare ,
 va a 12 mega facendo il test si può aumentare ,
 buongiorno dalla fatt af12273875 era stata riscontrata una differenza a mio favore di € 80 circa può controllare l esto grazie ,
 ora la navigazione è ottima come lo era pro prima ok non é aggiornata ,
 no grazie va bene cosi sei stata gentile soprattutto in questo giorno e molto professionale buona giornata ,
 dovrei chiamare i numeri indicati siccome con voi in chat mi trovo meglio ,
 perfetto era solo per sicurezza grazie mille ancora e buon anno ,
 ciao sul numero 3441104835 ho fatto operazione riparti ,
 questa è la goccia che fa traboccare il vaso mi cercherò un operatore più serio ,
 va e viene di continuo nn lo fa sempre ma oggi ha ricominciato ,
 vedremo nella quarta fattura cosa mi ritrovo in piu è stata sospesa solo una volta ,
 buonaseravorrei ssapere se io attivo crismas card l attivazione e gratis ,
 non va adsl ,
 nono va bene cosi nel ringraziarti ancora una volta ti lascio i migliori auguri  ,
 no è già stata attivata però non risulta nei contatori dei giga si il numero è questo ,
 mi puoi fare l sos ricarica e attivare i 500 megabyte ,
 ah ho capito grazie mille ,
 e si ho voglio attiva e attivare ,
 quella è la tariffa base non è una promo ,
 la può disattivare ,
 buona sera o avuto uno scalo di credito di 400€va che cosa e dovuto questo scalo ,
 no grazie mille  sono a posto così ,
 non ne ho fatte altre ,
 ok ma avendo giusto 5 euro riuscirò ad usarw le offerte attive ,
 ok   poi  spengo  il cellulare ,
 si ciao volevo sapere esattamente cosa include l offerta che ho attiva super fibra family new ,
 1 gb a 5 € quanto si paga d attivazione ,
 mi può dire quali sono ,
 uffi ok grazie ,
 anche se non sono 500 minuti ,
 no la ringrazio mi dispiace dover cambiare buona serata ,
 me l hanno mandata con la station e con il modem wifi portatile ,
 si molte volte ,
 ok anna  grazie  ci provo ,
 allora provo a sentire loro per escludere problema del tipo amministtativo ,
 anche perché se vedi i contatori tutti questi consumo non li faccio mi daresti un consiglio ,
 ciao walter volevo chiederti una verifica ,
 100 sms al mese o al giorno ,
 come assistenza clienti cosa intende  questa chat resta giusto ,
 ok va bene come posso eliminare gli utenti vecchi che si sono connessi in precedenza ,
 cosa mi consigli quindi cosa mi togliete  ,
 ciao vorrei disattivare i servizi digitali ,
 grazie mille molto gentile buona giornata ,
 si va bene costi di attivazione non dovrebbero essercene giusto ,
 l ho fatto ed hanno detto che non è buona ,
 ok fatto tutto per il 346 ,
 si ho superato i giga della promo smart 200 ,
 direi di si in quanto è la cosa che sarebbe dovuta succedere regolarmente grazie ,
 si volevo sapere 2 cose ,
 buon annocome posso attivare gli mms li pago ,
 infosrrvizi info servevizi dice do che mi è stato attivato il servizio play radio ,
 ok grazie fatto ,
 ok grazie fatto ,
 ok fatto grazie ,
 c è pago 5 euro ora e bom e ho 1gb ,
 ok niente continua a lampeggiare come prima ,
 18 euro sono troppi io voglio spendere massimo 15 come sto già facendo ora ,
 è possibile avere anche una nano sim 4g il costo è invariato ,
 mi scusi ci potremmo sentire x telefono ,
 una promozione simile che posso attivare ,
 ok  però avevo se non mi sbaglio dei soldino dentro quelli sn andati persi comunque vero ,
 mi verrà attivata appena ricarico il mio traffico ,
 avevo scelto quella di 15€ al mese ,
 come ho già i minuti e i 4gb ,
 3 o 4 ,
 ora non posso  riproverò domani ,
 grazie vedrò se la trovo x natale non ne avevano spero arrivino ,
 e non va mai in h da aprile 2015 che abito qua ,
 è possibile attivare gratuitamente ,
 quindi al rinnovo dovró pagare 10 euro cristmas card 998 euro smart duecento e cinque euro extra 1gb giusto ,
 pago 15 euro al mese 400 minuti e un giga ,
 si mi dica ,
 si mi dica  ,
 nn c è un modo alternativonn so come sbloccare l account ,
 prima di partire si era informata sui costi e aveva scoperto che x ricevere chiamate avrebbe speso €150 al minuto ,
 ah no e cm potrei fare ,
 ciao mirco  ho bisogno del riparti dell unlimited 2 giga ,
 ok cmq non ero stato avvisato ,
 e chi di voi del gruppo vodafone si occupa di teletu  ,
 e tutto grazie mille buona giornata  ,
 no volevo dire se risulta dal terminale il passaggio a nano sim ,
 perfetto ti ringrazio tanti auguri di buon anno  ,
 buongiornovorrei sapere se è possibile pagare le fatture tramite bonifico o bollettino postale attualmente pago le fatture tramite carta di credito voglio togliere la modalità di pagamento con carta di credito ed effettuare il pagamento con una delle due modalità prima elencate grazie ,
 manca però nome utente e pwd dopo apn servono cosa devo inserire  ,
 ah ok sarà emessa a giorni allora perché mi arriva a metà gennaio giusto  ,
  si può fare quindi  ,
 intendo il reset simil commesso che ci lavora ha detto che sarebbe servito per favore ,
 e chi scusa se voi siete la vodafone ,
 ok allora attendiamo grazie ,
 nonostante anche questo sia previsto dalla mia promozione ,
 salve ho letto che dal 3122014 tutte le sim 3g 128k possono navigare in 4g ,
 non si è attivata ancora ,
 ma sul contatore dice la barra 0 a sinistra e a destra lato massimo 2048 quindi 2 gb ,
 questo che ti sto scrivendo 3400000000 ,
 vabbene grazie arrivederci ,
 vabbene grazie arrivederci ,
 vabbene grazie arrivederci ,
 ci posso pensare ,
 ovvio 5€ in tre gg ,
 ho disattivato 1g anche sicura ,
 vorrei essere contattata da un operatore ,
 scusa come posso contattare un operatore commerciale ,
 mi interessano solo ricaricabili ,
 non ho mai attivato i servizi digitali per i quali ho sopportato il relativo costo ,
 infatti solo per togliermi il dubbio grazie buona giornata  ,
 quindi rimangono a 20gb ,
 altro contratto x un iphone 6 appoggiato ad un altro conto corrente è possibile o ho penali ,
 si soddisfatta grazie e buona giornata ,
 la ringrazio per la disponibilità buona giornata ,
 buongiorno per errore si sono attivati dei servizi digitali non voluti è possibile disattivarlo grazie ,
 ma dai come posso sotituirla auanto costa e tempi di sttivazione ,
 anche a te chiudo ,
 grazie mille rosaria buona serata  fatto ,
 buongiorno vorrei rimettere il servizio chiamami e a pagamento ,
 che cosa doveva fare di buono ,
 no sapevo che la prima volta fosse gratis ,
 no va bene niente grazie lo stesso  e tanti auguri  ,
 ho un tablet samsung numero 3427232944 non trovo più il codice puk come lo recupero ,
 generalmente lasciano un avviso o chiamano ma niente potrei ritirarla in qualche negozio ,
 capitoallora nel mio caso passo a tim che la offre considerato che sarò nuovo cliente ,
 fammi i 200mb a 2euro oltrenza e fammi proseguire a consumo ,
 certo era già attivo pochi mesi fa e poi si è disattivatodi conseguenza non riesco più ad averla ,
 non ero a conoscenza di aver superato il limite allora grazie ,
 vorrei sapere quanto pago con smart passport a new york e cosa include rosaria ci sei ,
 o grazie allora mi rivolgerò alla mi banca ,
 io ho le chiamate verso cel gratuite 091348038 ,
 bene grazie sarà attivato adesso ,
 però  sono vodafone da tempo non vorrei cambiare operatore ,
 salve vorrei un informazione x cortesia ,
 c è qualche offerta per avere messaggi a poco verso tim ,
 sul dettaglio costi che mi verranno fatturati nel mese di gennaio ,
 incredibile tutti mb che mi dovete ridare che voce seguire ,
 e la posso disattivare prima del rinnovo ,
 va benela devo prenotare ora ,
 sinceramente dall applicazione non riesco a visualizzare ,
 grazie speriamo bene che vada buon lavoro ,
 la special 1000 nn esiste piu nell altra sim avevo vodafone uimited  nn esiste piu  nemmeno  unlimited ,
 guardavo mi sono stati addebitati dei costi che non riconosco ,
 ok ci sei quindi ,
 quindi dipendono dalla mia banca no grazie risolvo con la banca ,
 e non si puo aggiungere nulla ,
 perfetto grazie aspetti che provo a registrarmi ,
 è quello che ho inserito ma dice errato ,
 su whatsapp esce il nome se non erro no imessage ,
 da cliente penso di poter aver dirittto ad un rimborso non credi non essendo gisutificato ,
 ok  lo aspetto   prego non ti mollo     ,
 mi arriva un sms giusto quando è attiva arrivato grazie mille ,
 no grazie ancora e buona giornata ,
 si la chrismas ,
 no grazie  ci penso un po e poi attivo qualcosa ,
 ma non era a 10 euro anzi 998 ,
 nuove offerte ce ne sono ,
 okay quindi quanto dovre ricaricare per ora ,
 allora grazie mille buon anno ,
 ho la sumer cade però vorrei cambiare promozione ,
 non trovo l area su www modifichevodafone it ove inviare il mio modulo di non inserimento  nell elenco telefonico come da voi richiesto  nuova iscrizione rete fissa ,
 ciao può disattivare immediatamente tutti 5050 christmas card scegli 150 minuti  ,
 vbn allora faccio la ricarica ,
 vedremo  grazie ciao ,
 non si apre il link ,
 scusami nn devo pagare solo le rate restanti ,
 pago per attivarla oppure pago dal rinnovo ,
 fatto continua a non funzionare ,
 anche con meno minuti 3400000000 ,
 ok va bene buonasera e buon anno ,
 e se mi chiamano ,
 e se mi chiamano  ,
 grazie per me e 10 ,
 se esclusiv attiva ,
 l ho cancellato stamattina exclusive non sapevo nemmeno di averlo ,
 riusciresti a trovare il numero dell altra sim a me intestata  ,
 pero a desso dentro e uneuto quando si rinova la promozione ,
 allora provo a riavviare il pc ,
 bene la ringrazio allorabuona giornata e buon anno ,
 dici ke è il telefono ,
 figurati  m è arrivato l sms della disattivazione di extra 1gb grazie grazie ,
 in piu rispetto a quello che pago ,
 cpt dico me lo gestisce mio figlio dunque vorrei sapere se entrava in sito strani ha 13 anni capisci ,
 ciao buongiorno vorrei sapere che costi hanno i servizi bancari non avevi dato €032 ,
 optando x i 2 euro ogni 200 mega se non superò la soglia fino al 14 pago solo i 2 euro iniziali ,
 ho guardato l avanzamento della mia attivazione di super fibra new ,
 grazie a me risulta flexi start a 10 euro ,
 oppure a consumo perché domani si attiva la promozione ,
 quindi questo mese dovrò pagare € 25 ,
 quindi ora ho solo quella a partire dal prossimo rinnovo ,
 ma è possibile avere il rimborso ,
 mi hanno scalato dai soldi perché oltre alla promozione di 12 euro dei ,
 buongiorno devo  chiederle un informazione ,
 non funziona wifi ,
 buonasera vorrei disattivare rete sicura ,
 mi ha detto ke doveva fare una verifica ,
 ma tu non sei normale io abito nel lazio ,
 ho riscontrato questo problema solo con la connessione ,
 vorrei cambiare piano tariffario cosa mi propone  ,
 ok sono messaggi della mia carta prepagata della mia banca ,
 vorrei qualcosa di gratuito  almeno oggi in occassione delle feste ,
 sono a posto grazie buona giornata ,
 no sono troppi l ho fatto passare a vodafone da poco e me ne sono pentita ,
 avete vinto il premio fedeltà grazie di cuore buona giornata e auguri per un bellissimo anno ,
 ok  nessun problema ,
 mi attivi 5gb a 19 euro grazie ,
 ma ci sono tariffe a consumo piu convenienti ,
 in particolare per abbassare il ping c è qualcuno ,
 e sono clienti di 3 sim vodafone  ci sei ,
 buongiorno innanzitutto auguri da ieri sera non ho più linea dati su utenza 3477590054 ,
 salve è auguri non riesco a ricaricare con una mastercard è intestata a nome mio la banca è di panama ,
